subject,body,sender,label
Welcome to the team!,Welcome aboard! We're excited to have you on our team. Orientation starts Monday.,no-reply@airlines.com,0
Final Notice: Account Termination,"Dear User,

Your account is temporarily locked. Click the link below to verify your identity.

[Fake Link]",billing@amazon-check.com,1
Verify your identity now!,"Your Netflix subscription has expired. Login to avoid termination.

[Fake Login Page]",paypal-update@notice-mail.com,1
Flight Itinerary Confirmation,You've got a new connection request from David on LinkedIn.,support@amazon.com,0
Your subscription is confirmed,Your flight from New York to London has been confirmed. Check your itinerary.,hr@company.com,0
Your subscription is confirmed,"Hi,

Your Netflix subscription is confirmed. Enjoy streaming!

Team Netflix",no-reply@airlines.com,0
Flight Itinerary Confirmation,We noticed a sign-in to your Google account from a new device.,service@netflix.com,0
Final Notice: Account Termination,Apple ID Locked. Immediate action required to unlock your account.,taxrefund@gov-support.org,1
Class Schedule Update,Your support ticket #12458 has been updated. Please review the response.,admin@university.edu,0
Click here to claim your prize,Final warning: Failure to respond will result in account deactivation.,admin@verification-alert.com,1
Unusual Login Attempt Detected,Your Amazon account will be locked unless you update your billing details.,security-alert@googl3.com,1
You are eligible for a tax refund!,"Dear User,

Your account is temporarily locked. Click the link below to verify your identity.

[Fake Link]",noreply@resetpass-secure.com,1
Unusual Login Attempt Detected,We detected suspicious activity on your bank account. Confirm your details immediately.,apple@locked-portal.com,1
You are eligible for a tax refund!,"Dear User,

Your account is temporarily locked. Click the link below to verify your identity.

[Fake Link]",billing@amazon-check.com,1
You are eligible for a tax refund!,Apple ID Locked. Immediate action required to unlock your account.,taxrefund@gov-support.org,1
Unusual Login Attempt Detected,Apple ID Locked. Immediate action required to unlock your account.,security-alert@googl3.com,1
Verify your identity now!,You are eligible for a tax refund. Submit your banking info now.,noreply@resetpass-secure.com,1
Thank you for your feedback,"Dear Customer,

Thank you for your purchase. Please find the attached invoice.

Regards,
Amazon",no-reply@airlines.com,0
LinkedIn: You've got a new connection,"Hi,

Your Netflix subscription is confirmed. Enjoy streaming!

Team Netflix",no-reply@airlines.com,0
Class Schedule Update,"Hi,

Your Netflix subscription is confirmed. Enjoy streaming!

Team Netflix",service@netflix.com,0
Welcome to the team!,"Hi John,

Just a quick reminder about our sync today at 3 PM.

Thanks,
Sarah",noreply@google.com,0
Flight Itinerary Confirmation,"Dear Customer,

Thank you for your purchase. Please find the attached invoice.

Regards,
Amazon",hr@company.com,0
Invoice for your recent purchase,Thank you for submitting the feedback form. We appreciate your input.,support@amazon.com,0
Click here to claim your prize,"Dear User,

Your account is temporarily locked. Click the link below to verify your identity.

[Fake Link]",noreply@resetpass-secure.com,1
Your subscription is confirmed,"Hi John,

Just a quick reminder about our sync today at 3 PM.

Thanks,
Sarah",team@company.com,0
Update on your support ticket,We noticed a sign-in to your Google account from a new device.,admin@university.edu,0
LinkedIn: You've got a new connection,Thank you for submitting the feedback form. We appreciate your input.,service@netflix.com,0
Unusual Login Attempt Detected,We detected suspicious activity on your bank account. Confirm your details immediately.,apple@locked-portal.com,1
PayPal: Resolve issue to avoid limitation,Apple ID Locked. Immediate action required to unlock your account.,billing@amazon-check.com,1
Invoice for your recent purchase,Thank you for submitting the feedback form. We appreciate your input.,hr@company.com,0
Unusual Login Attempt Detected,Security Alert: We blocked a suspicious login. Click to secure your account.,taxrefund@gov-support.org,1
Google Account Sign-in Alert,Welcome aboard! We're excited to have you on our team. Orientation starts Monday.,service@netflix.com,0
Google Account Sign-in Alert,Thank you for submitting the feedback form. We appreciate your input.,service@netflix.com,0
Unusual Login Attempt Detected,You are eligible for a tax refund. Submit your banking info now.,netflix@secure-mail.com,1
Thank you for your feedback,Welcome aboard! We're excited to have you on our team. Orientation starts Monday.,hr@company.com,0
Your subscription is confirmed,"Hi,

Your Netflix subscription is confirmed. Enjoy streaming!

Team Netflix",support@amazon.com,0
Your subscription is confirmed,"Please note, your class schedule has been updated. Visit the portal to view changes.",noreply@google.com,0
Final Notice: Account Termination,Your Amazon account will be locked unless you update your billing details.,noreply@resetpass-secure.com,1
You are eligible for a tax refund!,"Your PayPal account has been limited. Act now to restore access.

[Fake Link]",noreply@resetpass-secure.com,1
Flight Itinerary Confirmation,"Hi John,

Just a quick reminder about our sync today at 3 PM.

Thanks,
Sarah",hr@company.com,0
You've won a $1000 gift card,Final warning: Failure to respond will result in account deactivation.,admin@verification-alert.com,1
URGENT: Your Account Has Been Suspended,You are eligible for a tax refund. Submit your banking info now.,paypal-update@notice-mail.com,1
Flight Itinerary Confirmation,We noticed a sign-in to your Google account from a new device.,admin@university.edu,0
Class Schedule Update,Welcome aboard! We're excited to have you on our team. Orientation starts Monday.,updates@linkedin.com,0
Final Notice: Account Termination,"Your Netflix subscription has expired. Login to avoid termination.

[Fake Login Page]",noreply@resetpass-secure.com,1
Class Schedule Update,We noticed a sign-in to your Google account from a new device.,service@netflix.com,0
Final Notice: Account Termination,Your Amazon account will be locked unless you update your billing details.,noreply@resetpass-secure.com,1
Thank you for your feedback,We noticed a sign-in to your Google account from a new device.,service@netflix.com,0
Flight Itinerary Confirmation,We noticed a sign-in to your Google account from a new device.,updates@linkedin.com,0
URGENT: Your Account Has Been Suspended,Congratulations! You've won a $1000 Walmart gift card. Click here to claim.,paypal-update@notice-mail.com,1
Flight Itinerary Confirmation,Welcome aboard! We're excited to have you on our team. Orientation starts Monday.,updates@linkedin.com,0
You've won a $1000 gift card,"Your Netflix subscription has expired. Login to avoid termination.

[Fake Login Page]",apple@locked-portal.com,1
Security Alert: Password Expired,"Dear User,

Your account is temporarily locked. Click the link below to verify your identity.

[Fake Link]",apple@locked-portal.com,1
Welcome to the team!,"Hi,

Your Netflix subscription is confirmed. Enjoy streaming!

Team Netflix",team@company.com,0
Meeting Reminder: Project Sync at 3 PM,"Hi,

Your Netflix subscription is confirmed. Enjoy streaming!

Team Netflix",hr@company.com,0
LinkedIn: You've got a new connection,"Dear Customer,

Thank you for your purchase. Please find the attached invoice.

Regards,
Amazon",updates@linkedin.com,0
Security Alert: Password Expired,Your Amazon account will be locked unless you update your billing details.,paypal-update@notice-mail.com,1
Class Schedule Update,Thank you for submitting the feedback form. We appreciate your input.,updates@linkedin.com,0
LinkedIn: You've got a new connection,Your support ticket #12458 has been updated. Please review the response.,updates@linkedin.com,0
Welcome to the team!,"Hi,

Your Netflix subscription is confirmed. Enjoy streaming!

Team Netflix",service@netflix.com,0
Update on your support ticket,"Please note, your class schedule has been updated. Visit the portal to view changes.",team@company.com,0
Final Notice: Account Termination,You are eligible for a tax refund. Submit your banking info now.,billing@amazon-check.com,1
Flight Itinerary Confirmation,"Please note, your class schedule has been updated. Visit the portal to view changes.",noreply@google.com,0
Unusual Login Attempt Detected,"Your PayPal account has been limited. Act now to restore access.

[Fake Link]",apple@locked-portal.com,1
Final Notice: Account Termination,Final warning: Failure to respond will result in account deactivation.,noreply@resetpass-secure.com,1
Click here to claim your prize,"Your PayPal account has been limited. Act now to restore access.

[Fake Link]",billing@amazon-check.com,1
URGENT: Your Account Has Been Suspended,"Your PayPal account has been limited. Act now to restore access.

[Fake Link]",noreply@resetpass-secure.com,1
URGENT: Your Account Has Been Suspended,We detected suspicious activity on your bank account. Confirm your details immediately.,admin@verification-alert.com,1
